"","FechaConsultora","FuenteIngreso","cantidad","Pais"
"607","11/12/19","MovilGZ",11,"Perú"
"608","27/12/19","UB",25,"Perú"
"609","25/08/19","MovilSE",37,"Perú"
"610","30/05/19","MovilGZ",32,"Perú"
"611","03/11/19","UB",3,"Perú"
"612","28/02/19","MovilGZ",10,"Perú"
"613","05/07/19","CALL CENTER",1,"Perú"
"614","07/02/19","UB",42,"Perú"
"615","02/01/20","MovilGZ",8,"Perú"
"616","08/09/19","UB",5,"Perú"
"617","12/05/19","MovilSE",6,"Perú"
"618","08/08/19","MovilSE",350,"Perú"
"619","19/07/19","CALL CENTER",2,"Perú"
"620","13/09/19","UB",26,"Perú"
"621","15/07/19","MovilSE",585,"Perú"
"622","11/09/19","PortalGZ",3,"Perú"
"623","26/11/19","MovilGZ",29,"Perú"
"624","03/01/20","MovilGZ",1,"Perú"
"625","18/07/19","UB",19,"Perú"
"626","05/12/19","MovilSE",375,"Perú"
"627","30/06/19","MovilGZ",3,"Perú"
"628","01/09/19","CALL CENTER",1,"Perú"
"629","03/01/19","UB",18,"Perú"
"630","17/07/19","MovilSE",464,"Perú"
"631","30/07/19","CALL CENTER",3,"Perú"
"632","11/09/19","CALL CENTER",3,"Perú"
"633","07/03/19","MovilSE",334,"Perú"
"634","05/01/19","MovilGZ",1,"Perú"
"635","29/06/19","MovilGZ",1,"Perú"
"636","10/01/20","MovilSE",3,"Perú"
"637","01/10/19","CALL CENTER",2,"Perú"
"638","21/09/19","MovilSE",54,"Perú"
"639","31/01/19","CALL CENTER",3,"Perú"
"640","13/11/19","MovilGZ",13,"Perú"
"641","05/06/19","CALL CENTER",2,"Perú"
"642","24/02/19","UB",10,"Perú"
"643","09/01/19","PortalGZ",3,"Perú"
"644","17/01/19","MovilSE",437,"Perú"
"645","26/12/19","MovilSE",416,"Perú"
"646","09/08/19","MovilGZ",12,"Perú"
"647","16/03/20","MovilSE",1,"Perú"
"648","28/11/19","CALL CENTER",1,"Perú"
"649","30/01/19","MovilGZ",22,"Perú"
"650","20/04/19","UB",11,"Perú"
"651","28/12/19","MovilGZ",10,"Perú"
"652","05/06/19","UB",44,"Perú"
"653","22/10/19","MovilSE",407,"Perú"
"654","14/06/19","MovilGZ",18,"Perú"
"655","03/09/19","PortalGZ",2,"Perú"
"656","04/06/19","MovilGZ",32,"Perú"
"657","07/06/19","MovilSE",455,"Perú"
"658","11/08/19","UB",2,"Perú"
"659","12/04/19","UB",43,"Perú"
"660","26/10/19","UB",3,"Perú"
"661","26/02/19","MovilSE",439,"Perú"
"662","15/12/19","MovilSE",35,"Perú"
"663","27/07/19","MovilSE",43,"Perú"
"664","28/03/19","CALL CENTER",3,"Perú"
"665","22/01/19","PortalGZ",3,"Perú"
"666","28/09/19","UB",6,"Perú"
"667","24/06/19","UB",43,"Perú"
"668","14/11/19","UB",32,"Perú"
"669","20/02/19","MovilSE",503,"Perú"
"670","06/12/19","MovilSE",346,"Perú"
"671","05/04/19","PortalGZ",5,"Perú"
"672","17/08/19","UB",5,"Perú"
"673","06/05/19","UB",58,"Perú"
"674","11/01/19","PortalGZ",1,"Perú"
"675","27/05/19","MovilSE",679,"Perú"
"676","04/10/19","MovilSE",461,"Perú"
"677","03/06/19","PortalGZ",10,"Perú"
"678","20/02/19","UB",46,"Perú"
"679","13/02/19","MovilSE",357,"Perú"
"680","12/04/19","MovilSE",440,"Perú"
"681","07/02/20","MovilSE",1,"Perú"
"682","09/10/19","MovilSE",687,"Perú"
"683","18/09/19","PortalGZ",6,"Perú"
"684","22/08/19","UB",29,"Perú"
"685","20/01/19","UB",8,"Perú"
"686","03/04/19","CALL CENTER",5,"Perú"
"687","27/08/19","CALL CENTER",1,"Perú"
"688","21/08/19","MovilSE",447,"Perú"
"689","01/10/19","MovilSE",462,"Perú"
"690","18/01/19","UB",38,"Perú"
"691","06/06/19","MovilSE",501,"Perú"
"692","17/05/19","UB",24,"Perú"
"693","16/04/19","CALL CENTER",5,"Perú"
"694","11/01/20","UB",3,"Perú"
"695","28/04/19","MovilGZ",5,"Perú"
"696","30/07/19","MovilGZ",18,"Perú"
"697","18/11/19","UB",35,"Perú"
"698","27/04/19","MovilGZ",3,"Perú"
"699","23/08/19","MovilSE",412,"Perú"
"700","26/05/19","MovilSE",37,"Perú"
"701","06/02/19","MovilSE",474,"Perú"
"702","19/05/19","MovilGZ",3,"Perú"
"703","08/05/19","MovilGZ",18,"Perú"
"704","20/11/19","UB",29,"Perú"
"705","02/05/19","MovilSE",675,"Perú"
"706","01/03/19","PortalGZ",3,"Perú"
"707","30/04/19","MovilSE",543,"Perú"
"708","04/08/19","MovilSE",56,"Perú"
"709","05/11/19","MovilSE",487,"Perú"
"710","13/06/19","MovilSE",312,"Perú"
"711","11/04/19","MovilSE",466,"Perú"
"712","11/05/19","UB",8,"Perú"
"713","02/04/19","MovilGZ",20,"Perú"
"714","14/04/19","CALL CENTER",1,"Perú"
"715","16/01/19","PortalGZ",10,"Perú"
"716","28/03/19","MovilSE",344,"Perú"
"717","24/04/19","UB",74,"Perú"
"718","25/06/19","MovilGZ",24,"Perú"
"719","08/01/20","UB",6,"Perú"
"720","10/01/19","MovilSE",307,"Perú"
"721","20/09/19","MovilGZ",24,"Perú"
"722","21/05/19","MovilGZ",25,"Perú"
"723","01/07/19","CALL CENTER",3,"Perú"
"724","16/01/19","CALL CENTER",1,"Perú"
"725","15/05/19","MovilGZ",11,"Perú"
"726","27/02/19","CALL CENTER",1,"Perú"
"727","30/12/19","UB",22,"Perú"
"728","03/12/19","MovilSE",471,"Perú"
"729","26/03/19","MovilGZ",18,"Perú"
"730","30/12/19","PortalGZ",1,"Perú"
"731","15/02/19","MovilSE",236,"Perú"
"732","06/04/19","UB",20,"Perú"
"733","06/10/19","MovilSE",31,"Perú"
"734","05/12/19","UB",40,"Perú"
"735","02/02/19","UB",14,"Perú"
"736","30/10/19","CALL CENTER",2,"Perú"
"737","10/01/19","PortalGZ",3,"Perú"
"738","01/10/19","UB",39,"Perú"
"739","16/04/19","MovilSE",421,"Perú"
"740","19/04/19","MovilSE",18,"Perú"
"741","02/10/19","PortalGZ",2,"Perú"
"742","06/05/19","MovilGZ",24,"Perú"
"743","27/12/19","PortalGZ",1,"Perú"
"744","12/07/19","CALL CENTER",3,"Perú"
"745","05/05/19","UB",3,"Perú"
"746","09/06/19","MovilGZ",1,"Perú"
"747","23/10/19","UB",37,"Perú"
"748","14/02/19","MovilGZ",8,"Perú"
"749","02/11/19","MovilSE",44,"Perú"
"750","18/11/19","MovilSE",597,"Perú"
"751","09/03/19","MovilSE",58,"Perú"
"752","10/07/19","PortalGZ",7,"Perú"
"753","30/10/19","MovilGZ",22,"Perú"
"754","27/05/19","UB",47,"Perú"
"755","14/04/19","UB",3,"Perú"
"756","08/08/19","MovilGZ",18,"Perú"
"757","05/09/19","MovilGZ",29,"Perú"
"758","18/03/19","MovilGZ",22,"Perú"
"759","24/03/19","MovilSE",26,"Perú"
"760","10/09/19","PortalGZ",9,"Perú"
"761","16/09/19","CALL CENTER",1,"Perú"
"762","27/06/19","MovilGZ",23,"Perú"
"763","21/07/19","MovilSE",21,"Perú"
"764","10/03/19","MovilSE",45,"Perú"
"765","19/06/19","PortalGZ",10,"Perú"
"766","17/01/19","MovilGZ",14,"Perú"
"767","20/01/19","MovilSE",13,"Perú"
"768","07/08/19","CALL CENTER",2,"Perú"
"769","10/05/19","MovilSE",212,"Perú"
"770","06/04/19","MovilSE",75,"Perú"
"771","02/10/19","UB",31,"Perú"
"772","01/03/19","UB",40,"Perú"
"773","22/05/19","CALL CENTER",1,"Perú"
"774","24/08/19","UB",7,"Perú"
"775","06/03/19","UB",47,"Perú"
"776","19/11/19","UB",35,"Perú"
"777","21/05/19","PortalGZ",5,"Perú"
"778","13/04/19","UB",8,"Perú"
"779","16/08/19","MovilGZ",21,"Perú"
"780","07/04/19","MovilGZ",3,"Perú"
"781","14/01/20","MovilSE",8,"Perú"
"782","06/07/19","UB",5,"Perú"
"783","20/02/19","PortalGZ",3,"Perú"
"784","06/09/19","UB",32,"Perú"
"785","24/10/19","CALL CENTER",1,"Perú"
"786","28/11/19","MovilGZ",8,"Perú"
"787","07/06/19","MovilGZ",24,"Perú"
"788","11/06/19","MovilSE",431,"Perú"
"789","01/03/19","MovilGZ",20,"Perú"
"790","11/11/19","MovilSE",407,"Perú"
"791","04/03/19","UB",72,"Perú"
"792","05/02/20","MovilSE",1,"Perú"
"793","02/07/19","PortalGZ",1,"Perú"
"794","17/09/19","UB",24,"Perú"
"795","30/05/19","UB",59,"Perú"
"796","22/02/19","CALL CENTER",1,"Perú"
"797","11/03/19","UB",58,"Perú"
"798","31/01/19","MovilGZ",11,"Perú"
"799","14/05/19","CALL CENTER",2,"Perú"
"800","08/07/19","MovilSE",493,"Perú"
"801","22/09/19","MovilGZ",1,"Perú"
"802","27/11/19","MovilGZ",30,"Perú"
"803","02/08/19","MovilSE",472,"Perú"
"804","21/08/19","MovilGZ",26,"Perú"
"805","03/07/19","PortalGZ",5,"Perú"
"806","27/01/19","MovilSE",38,"Perú"
"807","22/05/19","MovilGZ",26,"Perú"
"808","09/09/19","MovilGZ",22,"Perú"
"809","28/08/19","MovilSE",537,"Perú"
"810","06/08/19","UB",29,"Perú"
"811","22/04/19","CALL CENTER",4,"Perú"
"812","20/02/19","CALL CENTER",2,"Perú"
"813","29/10/19","MovilSE",407,"Perú"
"814","12/11/19","CALL CENTER",1,"Perú"
"815","05/12/19","PortalGZ",7,"Perú"
"816","25/11/19","MovilGZ",20,"Perú"
"817","20/09/19","PortalGZ",2,"Perú"
"818","17/04/19","MovilGZ",17,"Perú"
"819","13/06/19","UB",44,"Perú"
"820","10/09/19","MovilSE",499,"Perú"
"821","25/08/19","UB",1,"Perú"
"822","13/01/19","CALL CENTER",1,"Perú"
"823","21/03/19","MovilGZ",17,"Perú"
"824","31/01/19","UB",36,"Perú"
"825","11/02/19","MovilSE",576,"Perú"
"826","01/09/19","MovilGZ",1,"Perú"
"827","25/01/20","UB",1,"Perú"
"828","19/10/19","MovilGZ",3,"Perú"
"829","18/07/19","CALL CENTER",2,"Perú"
"830","28/11/19","UB",34,"Perú"
"831","12/07/19","MovilGZ",20,"Perú"
"832","10/07/19","CALL CENTER",6,"Perú"
"833","25/09/19","UB",28,"Perú"
"834","22/10/19","PortalGZ",4,"Perú"
"835","18/07/19","PortalGZ",2,"Perú"
"836","10/06/19","MovilSE",488,"Perú"
"837","06/06/19","CALL CENTER",1,"Perú"
"838","27/05/19","PortalGZ",3,"Perú"
"839","18/04/19","MovilSE",81,"Perú"
"840","08/01/19","CALL CENTER",2,"Perú"
"841","27/11/19","PortalGZ",1,"Perú"
"842","29/11/19","MovilGZ",15,"Perú"
"843","16/07/19","UB",18,"Perú"
"844","06/11/19","PortalGZ",2,"Perú"
"845","18/04/19","MovilGZ",3,"Perú"
"846","09/01/20","MovilSE",10,"Perú"
"847","24/10/19","MovilGZ",26,"Perú"
"848","01/05/19","CALL CENTER",1,"Perú"
"849","10/10/19","MovilGZ",22,"Perú"
"850","27/10/19","MovilGZ",1,"Perú"
"851","29/01/19","MovilGZ",23,"Perú"
"852","19/06/19","MovilGZ",19,"Perú"
"853","28/06/19","MovilSE",409,"Perú"
"854","15/04/19","UB",52,"Perú"
"855","18/08/19","UB",1,"Perú"
"856","07/11/19","PortalGZ",11,"Perú"
"857","29/07/19","UB",7,"Perú"
"858","31/12/19","MovilGZ",2,"Perú"
"859","28/01/19","PortalGZ",13,"Perú"
"860","20/12/17","MovilSE",1,"Perú"
"861","16/11/19","UB",3,"Perú"
"862","02/07/19","CALL CENTER",1,"Perú"
"863","22/02/19","PortalGZ",4,"Perú"
"864","04/06/19","UB",38,"Perú"
"865","01/05/19","UB",12,"Perú"
"866","08/04/19","MovilSE",791,"Perú"
"867","02/09/19","MovilSE",606,"Perú"
"868","18/07/19","MovilGZ",28,"Perú"
"869","13/07/19","MovilSE",52,"Perú"
"870","25/07/19","PortalGZ",1,"Perú"
"871","25/04/19","CALL CENTER",2,"Perú"
"872","30/11/19","MovilGZ",1,"Perú"
"873","24/05/19","MovilGZ",22,"Perú"
"874","25/01/19","UB",44,"Perú"
"875","27/03/19","CALL CENTER",1,"Perú"
"876","13/02/19","MovilGZ",12,"Perú"
"877","20/03/19","PortalGZ",4,"Perú"
"878","01/06/19","PortalGZ",4,"Perú"
"879","02/05/19","MovilGZ",22,"Perú"
"880","13/04/19","PortalGZ",1,"Perú"
"881","02/03/19","MovilSE",39,"Perú"
"882","23/08/19","MovilGZ",24,"Perú"
"883","02/07/19","MovilSE",431,"Perú"
"884","13/04/19","MovilGZ",1,"Perú"
"885","23/05/19","UB",26,"Perú"
"886","19/10/19","MovilSE",67,"Perú"
"887","04/01/20","MovilSE",14,"Perú"
"888","10/08/19","MovilSE",51,"Perú"
"889","01/12/19","MovilSE",36,"Perú"
"890","18/08/19","MovilSE",26,"Perú"
"891","31/03/19","MovilSE",30,"Perú"
"892","27/09/19","MovilGZ",12,"Perú"
"893","21/06/19","MovilSE",462,"Perú"
"894","08/06/20","MovilSE",1,"Perú"
"895","02/10/19","MovilGZ",33,"Perú"
"896","24/04/19","PortalGZ",12,"Perú"
"897","11/04/19","MovilGZ",24,"Perú"
"898","18/10/19","CALL CENTER",1,"Perú"
"899","18/06/20","UB",1,"Perú"
"900","01/09/19","UB",2,"Perú"
"901","09/08/19","UB",27,"Perú"
"902","02/07/19","UB",26,"Perú"
"903","10/12/19","PortalGZ",1,"Perú"
"904","06/11/19","CALL CENTER",2,"Perú"
"905","04/12/19","UB",46,"Perú"
"906","05/07/19","UB",23,"Perú"
"907","29/07/19","CALL CENTER",1,"Perú"
"908","22/12/19","UB",1,"Perú"
"909","19/03/19","UB",69,"Perú"
"910","05/05/19","MovilGZ",1,"Perú"
"911","16/12/19","MovilSE",381,"Perú"
"912","09/01/20","UB",9,"Perú"
"913","05/01/20","UB",1,"Perú"
"914","18/06/19","MovilSE",501,"Perú"
"915","23/09/19","MovilSE",466,"Perú"
"916","16/06/19","MovilGZ",1,"Perú"
"917","19/12/19","UB",25,"Perú"
"918","08/12/19","UB",1,"Perú"
"919","07/10/19","UB",39,"Perú"
"920","06/08/19","PortalGZ",1,"Perú"
"921","05/08/19","MovilGZ",20,"Perú"
"922","11/09/19","MovilGZ",28,"Perú"
"923","25/10/19","UB",22,"Perú"
"924","30/01/19","MovilSE",463,"Perú"
"925","04/03/19","PortalGZ",4,"Perú"
"926","16/11/19","MovilSE",57,"Perú"
"927","28/06/19","UB",28,"Perú"
"928","04/11/19","MovilSE",533,"Perú"
"929","29/05/19","UB",55,"Perú"
"930","25/09/19","PortalGZ",5,"Perú"
"931","10/12/19","UB",41,"Perú"
"932","21/02/19","CALL CENTER",1,"Perú"
"933","14/10/19","UB",33,"Perú"
"934","19/05/19","CALL CENTER",1,"Perú"
"935","06/08/19","MovilSE",452,"Perú"
"936","02/12/19","CALL CENTER",3,"Perú"
"937","01/08/19","CALL CENTER",4,"Perú"
"938","09/03/19","MovilGZ",2,"Perú"
"939","14/10/19","CALL CENTER",1,"Perú"
"940","29/07/19","MovilSE",104,"Perú"
"941","10/04/19","MovilGZ",19,"Perú"
"942","20/06/19","MovilSE",498,"Perú"
"943","04/05/19","MovilGZ",3,"Perú"
"944","17/05/19","MovilGZ",25,"Perú"
"945","03/02/19","MovilSE",48,"Perú"
"946","20/06/19","CALL CENTER",4,"Perú"
"947","13/05/19","PortalGZ",1,"Perú"
"948","10/11/19","UB",3,"Perú"
"949","01/11/19","MovilGZ",4,"Perú"
"950","23/09/19","CALL CENTER",6,"Perú"
"951","17/11/19","MovilGZ",3,"Perú"
"952","13/12/19","CALL CENTER",1,"Perú"
"953","17/10/19","CALL CENTER",2,"Perú"
"954","22/02/19","UB",36,"Perú"
"955","17/08/19","MovilGZ",1,"Perú"
"956","10/04/19","UB",46,"Perú"
"957","05/11/19","PortalGZ",5,"Perú"
"958","30/03/19","MovilGZ",4,"Perú"
"959","21/03/19","UB",63,"Perú"
"960","26/08/19","UB",39,"Perú"
"961","14/08/19","CALL CENTER",1,"Perú"
"962","03/06/19","UB",49,"Perú"
"963","23/04/19","UB",73,"Perú"
"964","23/10/19","MovilGZ",20,"Perú"
"965","03/10/19","UB",36,"Perú"
"966","03/10/19","CALL CENTER",3,"Perú"
"967","24/07/19","PortalGZ",2,"Perú"
"968","18/10/19","MovilGZ",11,"Perú"
"969","19/05/19","MovilSE",44,"Perú"
"970","20/06/19","PortalGZ",4,"Perú"
"971","07/09/19","MovilGZ",1,"Perú"
"972","21/02/19","MovilSE",442,"Perú"
"973","03/02/19","UB",9,"Perú"
"974","08/11/19","PortalGZ",2,"Perú"
"975","08/12/19","MovilGZ",1,"Perú"
"976","24/07/19","CALL CENTER",10,"Perú"
"977","16/10/19","UB",9,"Perú"
"978","30/09/19","MovilGZ",19,"Perú"
"979","07/10/19","CALL CENTER",2,"Perú"
"980","16/10/19","PortalGZ",6,"Perú"
"981","03/01/20","UB",22,"Perú"
"982","05/03/19","UB",49,"Perú"
"983","27/04/19","MovilSE",76,"Perú"
"984","26/10/19","MovilGZ",4,"Perú"
"985","10/02/19","UB",12,"Perú"
"986","15/09/19","MovilGZ",1,"Perú"
"987","04/04/19","PortalGZ",1,"Perú"
"988","23/04/19","CALL CENTER",4,"Perú"
"989","20/11/19","MovilGZ",19,"Perú"
"990","10/08/19","CALL CENTER",2,"Perú"
"991","30/09/19","CALL CENTER",1,"Perú"
"992","16/07/19","CALL CENTER",4,"Perú"
"993","20/08/19","UB",44,"Perú"
"994","15/01/20","MovilSE",9,"Perú"
"995","14/01/19","MovilGZ",3,"Perú"
"996","07/12/19","UB",7,"Perú"
"997","25/02/19","UB",65,"Perú"
"998","20/03/19","MovilGZ",26,"Perú"
"999","19/02/19","MovilSE",401,"Perú"
"1000","09/05/19","PortalGZ",7,"Perú"
"1001","22/12/19","MovilSE",19,"Perú"
"1002","07/08/19","MovilGZ",20,"Perú"
"1003","13/05/19","MovilSE",361,"Perú"
"1004","08/11/19","UB",28,"Perú"
"1005","04/12/19","CALL CENTER",1,"Perú"
"1006","02/03/19","UB",27,"Perú"
"1007","04/06/19","PortalGZ",4,"Perú"
"1008","17/09/19","PortalGZ",2,"Perú"
"1009","07/09/17","PortalGZ",1,"Perú"
"1010","30/05/19","PortalGZ",12,"Perú"
"1011","06/11/19","MovilGZ",14,"Perú"
"1012","19/08/19","PortalGZ",9,"Perú"
"1013","27/03/19","PortalGZ",3,"Perú"
"1014","19/09/19","MovilGZ",24,"Perú"
"1015","21/12/19","MovilGZ",5,"Perú"
"1016","13/01/20","MovilSE",4,"Perú"
"1017","17/06/19","MovilGZ",38,"Perú"
"1018","19/07/19","MovilGZ",28,"Perú"
"1019","08/06/19","MovilSE",70,"Perú"
"1020","22/04/19","PortalGZ",6,"Perú"
"1021","29/08/19","CALL CENTER",1,"Perú"
"1022","18/03/19","MovilSE",625,"Perú"
"1023","22/11/19","CALL CENTER",1,"Perú"
"1024","15/04/19","CALL CENTER",2,"Perú"
"1025","04/01/19","MovilGZ",10,"Perú"
"1026","27/01/20","UB",1,"Perú"
"1027","21/07/19","MovilGZ",1,"Perú"
"1028","28/01/19","UB",50,"Perú"
"1029","28/01/19","MovilGZ",15,"Perú"
"1030","07/01/20","MovilSE",13,"Perú"
"1031","08/11/19","MovilSE",231,"Perú"
"1032","16/05/19","MovilSE",467,"Perú"
"1033","06/06/19","MovilGZ",17,"Perú"
"1034","25/04/19","PortalGZ",7,"Perú"
"1035","08/07/19","PortalGZ",4,"Perú"
"1036","08/04/19","CALL CENTER",2,"Perú"
"1037","21/08/19","CALL CENTER",1,"Perú"
"1038","11/06/19","PortalGZ",4,"Perú"
"1039","26/05/19","PortalGZ",1,"Perú"
"1040","03/07/19","UB",28,"Perú"
"1041","02/01/20","UB",23,"Perú"
"1042","09/04/19","PortalGZ",4,"Perú"
"1043","03/10/19","MovilSE",478,"Perú"
"1044","07/05/19","CALL CENTER",4,"Perú"
"1045","17/02/19","PortalGZ",1,"Perú"
"1046","08/05/19","UB",49,"Perú"
"1047","09/10/19","MovilGZ",23,"Perú"
"1048","21/03/19","MovilSE",404,"Perú"
"1049","10/09/19","MovilGZ",17,"Perú"
"1050","18/06/19","UB",60,"Perú"
"1051","27/01/20","MovilSE",1,"Perú"
"1052","08/10/19","MovilSE",99,"Perú"
"1053","12/09/19","UB",31,"Perú"
"1054","06/02/19","MovilGZ",20,"Perú"
"1055","28/01/19","CALL CENTER",2,"Perú"
"1056","22/04/19","MovilSE",780,"Perú"
"1057","08/04/19","PortalGZ",7,"Perú"
"1058","22/11/19","UB",26,"Perú"
"1059","23/02/19","MovilSE",33,"Perú"
"1060","10/04/19","MovilSE",581,"Perú"
"1061","18/10/19","UB",20,"Perú"
"1062","18/02/19","MovilSE",478,"Perú"
"1063","24/04/19","CALL CENTER",3,"Perú"
"1064","31/01/20","PortalGZ",1,"Perú"
"1065","13/11/19","PortalGZ",1,"Perú"
"1066","15/04/19","PortalGZ",3,"Perú"
"1067","16/04/19","MovilGZ",15,"Perú"
"1068","04/02/19","MovilGZ",27,"Perú"
"1069","04/07/19","MovilSE",288,"Perú"
"1070","07/01/19","PortalGZ",1,"Perú"
"1071","23/09/19","UB",30,"Perú"
"1072","29/08/19","UB",17,"Perú"
"1073","15/06/19","UB",5,"Perú"
"1074","10/01/19","MovilGZ",7,"Perú"
"1075","02/06/19","MovilSE",33,"Perú"
"1076","09/12/19","MovilGZ",15,"Perú"
"1077","09/02/19","MovilSE",49,"Perú"
"1078","10/02/19","MovilGZ",1,"Perú"
"1079","06/08/19","MovilGZ",20,"Perú"
"1080","06/09/19","MovilGZ",18,"Perú"
"1081","22/07/19","MovilSE",502,"Perú"
"1082","20/05/19","UB",55,"Perú"
"1083","02/08/19","UB",28,"Perú"
"1084","30/03/19","MovilSE",71,"Perú"
"1085","26/11/19","CALL CENTER",2,"Perú"
"1086","28/02/19","MovilSE",398,"Perú"
"1087","25/01/19","CALL CENTER",2,"Perú"
"1088","16/07/19","MovilSE",481,"Perú"
"1089","12/12/19","MovilSE",353,"Perú"
"1090","20/03/19","UB",47,"Perú"
"1091","21/11/19","MovilSE",311,"Perú"
"1092","25/01/20","MovilGZ",1,"Perú"
"1093","22/07/19","UB",25,"Perú"
"1094","05/01/19","MovilSE",142,"Perú"
"1095","24/01/19","MovilSE",442,"Perú"
"1096","14/07/19","MovilSE",25,"Perú"
"1097","29/06/19","MovilSE",33,"Perú"
"1098","29/04/19","UB",73,"Perú"
"1099","25/04/19","UB",65,"Perú"
"1100","07/04/19","MovilSE",55,"Perú"
"1101","29/09/19","UB",4,"Perú"
"1102","17/09/19","MovilSE",454,"Perú"
"1103","29/09/19","MovilSE",22,"Perú"
"1104","15/09/19","MovilSE",35,"Perú"
"1105","15/04/19","MovilGZ",20,"Perú"
"1106","01/11/19","UB",5,"Perú"
"1107","20/05/19","MovilSE",802,"Perú"
"1108","29/04/19","CALL CENTER",2,"Perú"
"1109","29/08/19","MovilSE",409,"Perú"
"1110","14/06/19","MovilSE",248,"Perú"
"1111","19/03/19","MovilSE",515,"Perú"
"1112","10/01/20","MovilGZ",2,"Perú"
"1113","10/04/19","PortalGZ",15,"Perú"
"1114","04/07/19","MovilGZ",23,"Perú"
"1115","28/06/19","MovilGZ",22,"Perú"
"1116","21/02/19","PortalGZ",6,"Perú"
"1117","08/02/19","CALL CENTER",1,"Perú"
"1118","30/09/19","UB",28,"Perú"
"1119","11/01/19","UB",36,"Perú"
"1120","27/06/19","UB",28,"Perú"
"1121","28/05/19","CALL CENTER",3,"Perú"
"1122","30/08/19","UB",6,"Perú"
"1123","08/02/19","PortalGZ",2,"Perú"
"1124","28/04/19","MovilSE",73,"Perú"
"1125","12/06/19","CALL CENTER",3,"Perú"
"1126","02/11/19","MovilGZ",3,"Perú"
"1127","12/07/19","MovilSE",465,"Perú"
"1128","17/10/19","MovilGZ",17,"Perú"
"1129","09/06/19","UB",6,"Perú"
"1130","23/06/19","MovilSE",59,"Perú"
"1131","12/10/19","UB",1,"Perú"
"1132","04/03/19","MovilGZ",17,"Perú"
"1133","08/05/19","CALL CENTER",1,"Perú"
"1134","17/04/19","MovilSE",354,"Perú"
"1135","01/08/19","MovilSE",597,"Perú"
"1136","14/02/19","MovilSE",229,"Perú"
"1137","02/09/19","MovilGZ",18,"Perú"
"1138","04/07/19","UB",28,"Perú"
"1139","27/07/19","UB",3,"Perú"
"1140","04/04/19","MovilSE",472,"Perú"
"1141","13/08/19","PortalGZ",4,"Perú"
"1142","27/06/19","MovilSE",449,"Perú"
"1143","29/10/19","MovilGZ",17,"Perú"
"1144","30/12/19","MovilGZ",14,"Perú"
"1145","12/08/19","PortalGZ",1,"Perú"
"1146","25/11/19","MovilSE",433,"Perú"
"1147","07/12/19","MovilGZ",2,"Perú"
"1148","12/08/19","UB",22,"Perú"
"1149","18/03/19","UB",75,"Perú"
"1150","16/10/19","MovilSE",288,"Perú"
"1151","06/04/19","MovilGZ",4,"Perú"
"1152","25/12/19","MovilSE",7,"Perú"
"1153","11/07/19","UB",31,"Perú"
"1154","20/01/19","MovilGZ",1,"Perú"
"1155","31/08/19","MovilSE",30,"Perú"
"1156","09/05/19","MovilGZ",15,"Perú"
"1157","13/07/19","CALL CENTER",1,"Perú"
"1158","17/12/19","UB",28,"Perú"
"1159","10/06/19","MovilGZ",25,"Perú"
"1160","02/12/19","PortalGZ",1,"Perú"
"1161","26/11/19","UB",46,"Perú"
"1162","22/07/19","CALL CENTER",1,"Perú"
"1163","11/07/19","CALL CENTER",2,"Perú"
"1164","12/10/19","MovilGZ",1,"Perú"
"1165","26/08/19","MovilSE",663,"Perú"
"1166","11/11/19","PortalGZ",1,"Perú"
"1167","01/09/19","MovilSE",47,"Perú"
"1168","04/01/20","MovilGZ",1,"Perú"
"1169","17/11/19","PortalGZ",1,"Perú"
"1170","22/10/19","MovilGZ",27,"Perú"
"1171","13/07/19","UB",2,"Perú"
"1172","20/07/19","UB",4,"Perú"
"1173","23/05/19","MovilGZ",23,"Perú"
"1174","18/09/19","MovilSE",467,"Perú"
"1175","02/04/19","PortalGZ",9,"Perú"
"1176","22/04/19","MovilGZ",20,"Perú"
"1177","08/07/19","MovilGZ",19,"Perú"
"1178","28/07/19","MovilSE",65,"Perú"
"1179","30/09/19","PortalGZ",4,"Perú"
"1180","08/03/19","MovilSE",240,"Perú"
"1181","03/01/20","MovilSE",50,"Perú"
"1182","06/07/19","MovilGZ",1,"Perú"
"1183","30/03/19","UB",14,"Perú"
"1184","21/11/19","PortalGZ",2,"Perú"
"1185","11/10/19","MovilSE",395,"Perú"
"1186","19/08/19","CALL CENTER",2,"Perú"
"1187","04/12/19","PortalGZ",7,"Perú"
"1188","28/04/19","UB",10,"Perú"
"1189","24/01/19","CALL CENTER",4,"Perú"
"1190","15/06/19","MovilGZ",4,"Perú"
"1191","18/03/19","PortalGZ",12,"Perú"
"1192","05/01/19","UB",19,"Perú"
"1193","04/07/19","PortalGZ",3,"Perú"
"1194","08/05/19","PortalGZ",1,"Perú"
"1195","21/06/19","PortalGZ",3,"Perú"
"1196","24/06/19","MovilGZ",23,"Perú"
"1197","26/12/19","MovilGZ",19,"Perú"
"1198","31/07/19","MovilGZ",28,"Perú"
"1199","17/03/19","MovilSE",49,"Perú"
"1200","12/12/19","PortalGZ",2,"Perú"
"1201","21/06/19","UB",30,"Perú"
"1202","18/06/19","CALL CENTER",1,"Perú"
"1203","02/01/20","CALL CENTER",1,"Perú"
"1204","19/10/19","UB",4,"Perú"
"1205","08/05/19","MovilSE",356,"Perú"
"1206","18/06/19","PortalGZ",9,"Perú"
