"","FechaConsultora","FuenteIngreso","cantidad","Pais"
"164","04/03/19","PortalGZ",1,"Chile"
"165","04/03/19","UB",1,"Chile"
"166","04/03/20","MovilGZ",5,"Chile"
"167","04/04/18","MovilSE",43,"Chile"
"168","04/04/18","PortalGZ",4,"Chile"
"169","04/04/18","UB",25,"Chile"
"170","04/04/19","MovilSE",190,"Chile"
"171","04/04/19","PortalGZ",2,"Chile"
"172","04/04/20","UB",8,"Chile"
"173","04/05/18","PortalGZ",5,"Chile"
"174","04/05/19","MovilSE",42,"Chile"
"175","04/06/18","PortalGZ",9,"Chile"
"176","04/06/18","UB",54,"Chile"
"177","04/06/19","MovilSE",219,"Chile"
"178","04/06/20","UB",47,"Chile"
"179","04/07/18","MovilGZ",1,"Chile"
"180","04/07/18","MovilSE",62,"Chile"
"181","04/07/18","PortalGZ",2,"Chile"
"182","04/07/18","UB",26,"Chile"
"183","04/07/19","MovilGZ",1,"Chile"
"184","04/07/19","UB",2,"Chile"
"185","04/07/19","UB",29,"Chile"
"186","04/07/20","UB",55,"Chile"
"187","04/08/18","UB",13,"Chile"
"188","04/08/20","UB",64,"Chile"
"189","04/09/18","MovilGZ",5,"Chile"
"190","04/09/18","MovilSE",93,"Chile"
"191","04/09/19","MovilSE",3,"Chile"
"192","04/09/19","UB",30,"Chile"
"193","04/10/18","MovilSE",74,"Chile"
"194","04/10/18","PortalGZ",2,"Chile"
"195","04/10/18","UB",28,"Chile"
"196","04/10/19","UB",41,"Chile"
"197","04/11/18","UB",10,"Chile"
"198","04/11/19","MovilGZ",5,"Chile"
"199","04/11/19","MovilSE",88,"Chile"
"200","04/11/19","UB",11,"Chile"
"201","04/12/18","MovilSE",112,"Chile"
"202","04/12/19","UB",3,"Chile"
"203","05/01/18","UB",7,"Chile"
"204","05/01/19","MovilSE",16,"Chile"
"205","05/01/19","UB",7,"Chile"
"206","05/02/18","MovilSE",26,"Chile"
"207","05/02/18","PortalGZ",1,"Chile"
"208","05/02/19","MovilSE",132,"Chile"
"209","05/02/20","MovilGZ",8,"Chile"
"210","05/02/20","MovilSE",2,"Chile"
"211","05/02/20","MovilSE",116,"Chile"
"212","05/03/18","UB",14,"Chile"
"213","05/03/19","MovilGZ",4,"Chile"
"214","05/03/19","UB",23,"Chile"
"215","05/03/20","MovilGZ",2,"Chile"
"216","05/03/20","MovilSE",101,"Chile"
"217","05/04/18","MovilSE",37,"Chile"
"218","05/04/19","PortalGZ",1,"Chile"
"219","05/04/19","UB",36,"Chile"
"220","05/05/18","MovilSE",12,"Chile"
"221","05/05/19","UB",1,"Chile"
"222","05/06/18","PortalGZ",5,"Chile"
"223","05/06/18","UB",37,"Chile"
"224","05/06/19","MovilGZ",6,"Chile"
"225","05/06/19","MovilSE",126,"Chile"
"226","05/06/19","UB",35,"Chile"
"227","05/06/20","MovilSE",57,"Chile"
"228","05/06/20","UB",32,"Chile"
"229","05/07/18","MovilSE",65,"Chile"
"230","05/07/18","UB",32,"Chile"
"231","05/07/19","MovilGZ",2,"Chile"
"232","05/07/19","MovilSE",103,"Chile"
"233","05/07/19","UB",33,"Chile"
"234","05/07/20","MovilGZ",1,"Chile"
"235","05/07/20","MovilSE",13,"Chile"
"236","05/07/20","UB",55,"Chile"
"237","05/08/19","MovilSE",177,"Chile"
"238","05/08/20","MovilSE",85,"Chile"
"239","05/09/18","MovilGZ",7,"Chile"
"240","05/09/18","UB",37,"Chile"
"241","05/09/19","MovilGZ",1,"Chile"
"242","05/09/19","PortalGZ",1,"Chile"
"243","05/10/18","MovilGZ",13,"Chile"
"244","05/10/18","MovilSE",53,"Chile"
"245","05/10/18","PortalGZ",4,"Chile"
"246","05/10/18","UB",17,"Chile"
"247","05/10/19","MovilSE",57,"Chile"
"248","05/10/19","UB",9,"Chile"
"249","05/11/18","MovilGZ",5,"Chile"
"250","05/11/18","MovilSE",139,"Chile"
"251","05/11/19","MovilSE",78,"Chile"
"252","05/12/18","MovilGZ",10,"Chile"
"253","05/12/18","PortalGZ",1,"Chile"
"254","05/12/18","UB",27,"Chile"
"255","05/12/19","MovilGZ",15,"Chile"
"256","05/12/19","MovilSE",3,"Chile"
"257","06/01/19","UB",2,"Chile"
"258","06/01/20","MovilGZ",1,"Chile"
"259","06/01/20","MovilSE",127,"Chile"
"260","06/01/20","PortalGZ",2,"Chile"
"261","06/01/20","UB",2,"Chile"
"262","06/01/20","UB",15,"Chile"
"263","06/01/20","UB",25,"Chile"
"264","06/02/18","MovilSE",51,"Chile"
"265","06/02/18","PortalGZ",6,"Chile"
"266","06/02/18","UB",19,"Chile"
"267","06/02/19","UB",1,"Chile"
"268","06/02/20","MovilGZ",4,"Chile"
"269","06/02/20","UB",1,"Chile"
"270","06/03/18","MovilSE",21,"Chile"
"271","06/03/19","PortalGZ",1,"Chile"
"272","06/03/19","UB",36,"Chile"
"273","06/03/20","MovilSE",121,"Chile"
"274","06/03/20","PortalGZ",1,"Chile"
"275","06/03/20","UB",3,"Chile"
"276","06/03/20","UB",32,"Chile"
"277","06/04/18","MovilSE",74,"Chile"
"278","06/04/18","UB",38,"Chile"
"279","06/04/20","MovilGZ",2,"Chile"
"280","06/04/20","MovilSE",69,"Chile"
"281","06/04/20","UB",2,"Chile"
"282","06/04/20","UB",33,"Chile"
"283","06/05/20","MovilSE",56,"Chile"
"284","06/05/20","UB",38,"Chile"
"285","06/06/18","MovilGZ",5,"Chile"
"286","06/06/18","UB",35,"Chile"
"287","06/06/19","MovilSE",113,"Chile"
"288","06/06/19","UB",36,"Chile"
"289","06/06/20","MovilSE",29,"Chile"
"290","06/07/18","MovilGZ",2,"Chile"
"291","06/07/18","PortalGZ",1,"Chile"
"292","06/07/20","UB",103,"Chile"
"293","06/08/19","MovilGZ",6,"Chile"
"294","06/08/19","MovilSE",161,"Chile"
"295","06/08/19","UB",1,"Chile"
"296","06/08/19","UB",40,"Chile"
"297","06/09/18","MovilSE",61,"Chile"
"298","06/09/18","PortalGZ",1,"Chile"
"299","06/09/18","UB",31,"Chile"
"300","06/09/19","MovilSE",172,"Chile"
"301","06/09/19","PortalGZ",2,"Chile"
"302","06/10/18","MovilGZ",1,"Chile"
"303","06/10/19","MovilSE",17,"Chile"
"304","06/11/18","MovilGZ",3,"Chile"
"305","06/11/18","MovilSE",74,"Chile"
"306","06/11/18","PortalGZ",2,"Chile"
"307","06/11/19","UB",28,"Chile"
"308","06/12/18","MovilSE",80,"Chile"
"309","06/12/19","MovilSE",3,"Chile"
"310","06/12/19","MovilSE",123,"Chile"
"311","06/12/19","UB",60,"Chile"
"312","07/01/19","MovilSE",117,"Chile"
"313","07/01/19","UB",16,"Chile"
"314","07/01/20","MovilGZ",5,"Chile"
"315","07/01/20","MovilSE",122,"Chile"
"316","07/01/20","PortalGZ",2,"Chile"
"317","07/01/20","UB",16,"Chile"
"318","07/02/19","MovilSE",86,"Chile"
"319","07/02/19","UB",2,"Chile"
"320","07/02/20","MovilGZ",11,"Chile"
"321","07/02/20","MovilSE",105,"Chile"
"322","07/02/20","UB",2,"Chile"
"323","07/03/18","PortalGZ",1,"Chile"
"324","07/03/19","MovilSE",130,"Chile"
"325","07/03/20","MovilSE",4,"Chile"
"326","07/03/20","MovilSE",60,"Chile"
"327","07/03/20","UB",7,"Chile"
"328","07/04/19","MovilSE",14,"Chile"
"329","07/04/20","MovilSE",63,"Chile"
"330","07/04/20","UB",1,"Chile"
"331","07/04/20","UB",31,"Chile"
"332","07/05/19","MovilGZ",4,"Chile"
"333","07/05/19","MovilSE",146,"Chile"
"334","07/05/19","UB",24,"Chile"
"335","07/05/20","UB",3,"Chile"
"336","07/05/20","UB",58,"Chile"
"337","07/06/18","MovilSE",114,"Chile"
"338","07/06/18","UB",33,"Chile"
"339","07/06/19","MovilGZ",4,"Chile"
"340","07/06/19","PortalGZ",2,"Chile"
"341","07/06/19","UB",37,"Chile"
"342","07/06/20","MovilSE",11,"Chile"
"343","07/07/18","MovilSE",6,"Chile"
"344","07/07/19","MovilGZ",5,"Chile"
"345","07/07/19","MovilSE",22,"Chile"
"346","07/07/20","MovilGZ",7,"Chile"
"347","07/07/20","MovilSE",118,"Chile"
"348","07/08/18","MovilGZ",4,"Chile"
"349","07/08/18","MovilSE",111,"Chile"
"350","07/08/18","PortalGZ",7,"Chile"
"351","07/08/18","UB",57,"Chile"
"352","07/08/19","MovilSE",108,"Chile"
"353","07/08/19","PortalGZ",1,"Chile"
"354","07/08/19","UB",20,"Chile"
"355","07/08/20","MovilGZ",2,"Chile"
"356","07/08/20","MovilSE",104,"Chile"
"357","07/09/18","MovilGZ",5,"Chile"
"358","07/09/18","MovilSE",55,"Chile"
"359","07/09/18","UB",25,"Chile"
"360","07/09/19","MovilSE",68,"Chile"
"361","07/09/19","UB",11,"Chile"
"362","07/10/18","MovilSE",19,"Chile"
"363","07/10/18","UB",12,"Chile"
"364","07/11/18","MovilGZ",4,"Chile"
"365","07/11/18","MovilSE",77,"Chile"
"366","07/11/19","MovilGZ",1,"Chile"
"367","07/12/18","MovilGZ",18,"Chile"
"368","07/12/18","MovilSE",95,"Chile"
"369","07/12/18","PortalGZ",1,"Chile"
"370","07/12/19","MovilGZ",5,"Chile"
"371","07/12/19","MovilSE",51,"Chile"
"372","07/12/19","UB",10,"Chile"
"373","08/01/19","MovilGZ",1,"Chile"
"374","08/01/19","UB",9,"Chile"
"375","08/01/20","MovilSE",103,"Chile"
"376","08/01/20","UB",14,"Chile"
"377","08/02/19","MovilSE",85,"Chile"
"378","08/02/19","UB",1,"Chile"
"379","08/02/19","UB",21,"Chile"
"380","08/02/20","MovilSE",34,"Chile"
"381","08/02/20","UB",5,"Chile"
"382","08/03/18","MovilSE",9,"Chile"
"383","08/03/18","UB",15,"Chile"
"384","08/03/19","MovilGZ",4,"Chile"
"385","08/03/19","MovilSE",108,"Chile"
"386","08/03/19","PortalGZ",1,"Chile"
"387","08/03/19","UB",30,"Chile"
"388","08/04/18","PortalGZ",2,"Chile"
"389","08/04/18","UB",5,"Chile"
"390","08/04/19","MovilSE",173,"Chile"
"391","08/04/20","MovilSE",56,"Chile"
"392","08/05/18","PortalGZ",7,"Chile"
"393","08/05/19","UB",24,"Chile"
"394","08/05/20","MovilGZ",3,"Chile"
"395","08/05/20","PortalGZ",1,"Chile"
"396","08/05/20","UB",1,"Chile"
"397","08/06/18","MovilGZ",3,"Chile"
"398","08/06/19","UB",1,"Chile"
"399","08/06/19","UB",4,"Chile"
"400","08/07/18","MovilSE",4,"Chile"
"401","08/07/19","UB",40,"Chile"
"402","08/07/20","MovilGZ",4,"Chile"
"403","08/08/18","MovilGZ",2,"Chile"
"404","08/08/18","PortalGZ",1,"Chile"
"405","08/08/19","MovilSE",99,"Chile"
"406","08/08/19","PortalGZ",1,"Chile"
"407","08/08/19","UB",40,"Chile"
"408","08/08/20","MovilSE",34,"Chile"
"409","08/09/18","MovilGZ",7,"Chile"
"410","08/09/18","MovilSE",37,"Chile"
"411","08/10/18","UB",55,"Chile"
"412","08/10/19","UB",29,"Chile"
"413","08/11/18","PortalGZ",5,"Chile"
"414","08/11/19","MovilGZ",1,"Chile"
"415","08/11/19","UB",20,"Chile"
"416","08/12/18","UB",9,"Chile"
"417","08/12/19","MovilSE",10,"Chile"
"418","09/01/19","MovilSE",1,"Chile"
"419","09/01/19","MovilSE",64,"Chile"
"420","09/01/19","UB",2,"Chile"
"421","09/01/20","MovilGZ",5,"Chile"
"422","09/01/20","UB",7,"Chile"
"423","09/02/19","MovilSE",42,"Chile"
"424","09/02/19","UB",2,"Chile"
"425","09/02/20","MovilSE",17,"Chile"
"426","09/03/19","MovilGZ",4,"Chile"
"427","09/03/19","MovilSE",39,"Chile"
"428","09/03/20","MovilSE",151,"Chile"
"429","09/04/18","MovilSE",60,"Chile"
"430","09/04/19","MovilGZ",6,"Chile"
"431","09/04/19","PortalGZ",5,"Chile"
"432","09/04/20","MovilGZ",4,"Chile"
"433","09/04/20","MovilSE",57,"Chile"
"434","09/04/20","UB",3,"Chile"
"435","09/05/18","MovilSE",41,"Chile"
"436","09/05/18","UB",24,"Chile"
"437","09/05/19","MovilSE",145,"Chile"
"438","09/05/19","PortalGZ",1,"Chile"
"439","09/05/19","UB",41,"Chile"
"440","09/06/18","MovilGZ",2,"Chile"
"441","09/06/18","UB",2,"Chile"
"442","09/06/19","MovilSE",16,"Chile"
"443","09/06/20","MovilGZ",2,"Chile"
"444","09/07/18","MovilSE",99,"Chile"
"445","09/07/18","UB",44,"Chile"
"446","09/07/19","MovilGZ",5,"Chile"
"447","09/07/19","PortalGZ",2,"Chile"
"448","09/07/19","UB",1,"Chile"
"449","09/08/18","UB",39,"Chile"
"450","09/08/19","MovilGZ",6,"Chile"
"451","09/08/19","UB",1,"Chile"
"452","09/08/19","UB",41,"Chile"
"453","09/08/20","MovilSE",15,"Chile"
"454","09/08/20","UB",37,"Chile"
"455","09/09/18","MovilSE",18,"Chile"
"456","09/10/18","UB",50,"Chile"
"457","09/10/19","PortalGZ",2,"Chile"
"458","09/10/19","UB",34,"Chile"
"459","09/11/18","MovilGZ",2,"Chile"
"460","09/11/18","MovilSE",101,"Chile"
"461","09/11/19","MovilGZ",2,"Chile"
"462","09/11/19","UB",9,"Chile"
"463","09/12/18","MovilSE",4,"Chile"
"464","09/12/18","UB",2,"Chile"
"465","09/12/19","MovilGZ",9,"Chile"
"466","09/12/19","MovilSE",3,"Chile"
"467","09/12/19","PortalGZ",2,"Chile"
"468","10/01/18","UB",1,"Chile"
"469","10/01/19","MovilSE",2,"Chile"
"470","10/01/19","UB",10,"Chile"
"471","10/01/20","UB",5,"Chile"
"472","10/02/18","MovilSE",2,"Chile"
"473","10/02/19","UB",4,"Chile"
"474","10/02/20","MovilGZ",1,"Chile"
"475","10/02/20","MovilSE",4,"Chile"
"476","10/02/20","UB",1,"Chile"
"477","10/03/18","MovilSE",9,"Chile"
"478","10/03/18","UB",3,"Chile"
"479","10/03/20","MovilGZ",12,"Chile"
"480","10/03/20","MovilSE",1,"Chile"
"481","10/03/20","UB",81,"Chile"
"482","10/04/18","UB",51,"Chile"
"483","10/04/19","MovilGZ",9,"Chile"
"484","10/04/19","MovilSE",151,"Chile"
"485","10/04/19","PortalGZ",3,"Chile"
"486","10/04/19","UB",1,"Chile"
"487","10/04/19","UB",36,"Chile"
"488","10/04/20","MovilSE",14,"Chile"
"489","10/05/18","MovilSE",64,"Chile"
"490","10/05/19","MovilGZ",8,"Chile"
"491","10/05/19","MovilSE",134,"Chile"
"492","10/05/19","UB",29,"Chile"
"493","10/05/20","MovilSE",7,"Chile"
"494","10/05/20","UB",3,"Chile"
"495","10/06/19","MovilSE",91,"Chile"
"496","10/06/20","MovilSE",39,"Chile"
"497","10/07/18","MovilSE",93,"Chile"
"498","10/07/19","UB",46,"Chile"
"499","10/08/18","MovilSE",73,"Chile"
"500","10/08/18","PortalGZ",2,"Chile"
"501","10/08/18","UB",28,"Chile"
"502","10/08/20","MovilGZ",3,"Chile"
"503","10/08/20","UB",68,"Chile"
"504","10/09/18","MovilGZ",3,"Chile"
"505","10/09/18","MovilSE",79,"Chile"
"506","10/09/18","UB",33,"Chile"
"507","10/09/19","MovilGZ",8,"Chile"
"508","10/09/19","MovilSE",179,"Chile"
"509","10/09/19","PortalGZ",2,"Chile"
"510","10/09/19","UB",48,"Chile"
"511","10/10/18","MovilGZ",13,"Chile"
"512","10/10/18","PortalGZ",1,"Chile"
"513","10/10/18","UB",54,"Chile"
"514","10/10/19","PortalGZ",2,"Chile"
"515","10/11/18","UB",7,"Chile"
"516","10/12/18","PortalGZ",2,"Chile"
"517","10/12/19","MovilSE",143,"Chile"
"518","10/12/19","PortalGZ",2,"Chile"
"519","11/01/18","MovilSE",3,"Chile"
"520","11/01/18","UB",3,"Chile"
"521","11/01/19","MovilGZ",2,"Chile"
"522","11/01/20","MovilGZ",1,"Chile"
"523","11/01/20","MovilSE",37,"Chile"
"524","11/01/20","UB",1,"Chile"
"525","11/01/20","UB",9,"Chile"
"526","11/02/18","MovilSE",1,"Chile"
"527","11/02/19","UB",2,"Chile"
"528","11/02/19","UB",32,"Chile"
"529","11/02/20","MovilGZ",4,"Chile"
"530","11/02/20","MovilSE",5,"Chile"
"531","11/02/20","UB",26,"Chile"
"532","11/03/18","UB",4,"Chile"
"533","11/03/19","MovilGZ",13,"Chile"
"534","11/03/19","UB",4,"Chile"
"535","11/03/19","UB",57,"Chile"
"536","11/03/20","MovilGZ",10,"Chile"
"537","11/03/20","MovilSE",168,"Chile"
"538","11/03/20","UB",1,"Chile"
"539","11/04/18","MovilSE",98,"Chile"
"540","11/04/18","UB",37,"Chile"
"541","11/04/19","MovilSE",133,"Chile"
"542","11/04/19","PortalGZ",2,"Chile"
"543","11/04/20","MovilSE",12,"Chile"
"544","11/04/20","UB",5,"Chile"
"545","11/05/18","MovilSE",43,"Chile"
"546","11/05/18","PortalGZ",2,"Chile"
"547","11/05/18","UB",23,"Chile"
"548","11/05/19","UB",13,"Chile"
"549","11/05/20","UB",35,"Chile"
"550","11/06/18","MovilGZ",5,"Chile"
"551","11/06/18","PortalGZ",7,"Chile"
"552","11/06/19","PortalGZ",2,"Chile"
"553","11/06/20","MovilGZ",6,"Chile"
"554","11/07/18","MovilGZ",2,"Chile"
"555","11/07/18","MovilSE",83,"Chile"
"556","11/07/18","PortalGZ",3,"Chile"
"557","11/07/18","UB",37,"Chile"
"558","11/07/19","MovilGZ",4,"Chile"
"559","11/07/19","MovilSE",229,"Chile"
"560","11/07/19","UB",45,"Chile"
"561","11/08/19","MovilSE",7,"Chile"
"562","11/08/20","MovilGZ",2,"Chile"
"563","11/08/20","MovilSE",151,"Chile"
"564","11/08/20","UB",70,"Chile"
"565","11/09/18","UB",29,"Chile"
"566","11/09/19","MovilSE",122,"Chile"
"567","11/09/19","UB",33,"Chile"
"568","11/10/18","MovilGZ",17,"Chile"
"569","11/10/18","MovilSE",142,"Chile"
"570","11/10/19","MovilGZ",3,"Chile"
"571","11/11/18","MovilGZ",10,"Chile"
"572","11/11/19","MovilSE",112,"Chile"
"573","11/12/18","MovilGZ",6,"Chile"
"574","11/12/19","MovilSE",87,"Chile"
"575","11/12/19","UB",51,"Chile"
"576","12/01/18","MovilSE",9,"Chile"
"577","12/01/19","UB",1,"Chile"
"578","12/01/19","UB",5,"Chile"
"579","12/01/20","MovilSE",10,"Chile"
"580","12/01/20","UB",1,"Chile"
"581","12/02/18","UB",12,"Chile"
"582","12/02/19","MovilGZ",1,"Chile"
"583","12/02/20","MovilGZ",9,"Chile"
"584","12/02/20","MovilSE",85,"Chile"
"585","12/02/20","UB",3,"Chile"
"586","12/02/20","UB",16,"Chile"
"587","12/03/18","MovilSE",54,"Chile"
"588","12/03/19","MovilSE",226,"Chile"
"589","12/03/19","UB",1,"Chile"
"590","12/03/20","MovilGZ",8,"Chile"
"591","12/03/20","MovilSE",172,"Chile"
"592","12/03/20","UB",70,"Chile"
"593","12/04/18","MovilSE",94,"Chile"
"594","12/04/18","PortalGZ",1,"Chile"
"595","12/04/19","MovilSE",91,"Chile"
"596","12/04/19","PortalGZ",2,"Chile"
"597","12/04/20","UB",10,"Chile"
"598","12/05/18","MovilSE",13,"Chile"
"599","12/05/18","PortalGZ",2,"Chile"
"600","12/05/18","UB",8,"Chile"
"601","12/05/19","MovilGZ",1,"Chile"
"602","12/05/19","MovilSE",47,"Chile"
"603","12/05/20","MovilGZ",1,"Chile"
"604","12/05/20","MovilSE",74,"Chile"
"605","12/05/20","UB",2,"Chile"
"606","12/05/20","UB",50,"Chile"
"607","12/06/18","UB",20,"Chile"
"608","12/06/19","UB",24,"Chile"
"609","12/06/20","MovilSE",68,"Chile"
"610","12/06/20","UB",39,"Chile"
"611","12/07/18","MovilSE",90,"Chile"
"612","12/07/18","PortalGZ",2,"Chile"
"613","12/07/18","UB",51,"Chile"
"614","12/07/19","PortalGZ",3,"Chile"
"615","12/07/20","UB",40,"Chile"
"616","12/08/19","MovilSE",109,"Chile"
"617","12/08/20","MovilGZ",6,"Chile"
"618","12/08/20","MovilSE",120,"Chile"
"619","12/08/20","UB",66,"Chile"
"620","12/09/18","MovilGZ",4,"Chile"
"621","12/09/18","PortalGZ",2,"Chile"
"622","12/09/18","UB",51,"Chile"
"623","12/09/19","MovilGZ",5,"Chile"
"624","12/09/19","MovilSE",141,"Chile"
"625","12/10/18","MovilGZ",8,"Chile"
"626","12/10/18","MovilSE",96,"Chile"
